Booking_ID,Customer_ID,Employee_ID,Pricing_ID,Booking_Date,Delivery_Date,Origin_City,Destination_City,Vehicle_Type,Weight_LBS,Freight_Amount_USD,Payment_Mode,Shipment_Status,Customer_Name,Customer_City,Industry,Credit_Limit_USD,Customer_Status,Employee_Name,Employee_City,Joining_Date,Salary_USD,Manager_Name
BK002652,CUST3119,EMP1061,PR2001,2025-07-31,2025-08-03,Boston,Atlanta,Van,4896.81,1000.0,COD,Delivered,"Mills, Duke And Flores",New York,Retail,66632,Inactive,Allison Salazar,Miami,2022-02-12,117086.0,Kimberly Farley
BK002653,CUST3006,EMP1091,PR2046,2026-01-08,,Los Angeles,Seattle,Truck,8805.02,10149.78,Credit,Pending,"Lewis, Schultz And Simpson",Chicago,Retail,44020,Inactive,Aaron Rich,Miami,2026-01-21,5000.0,Sarah Hayes
BK002654,CUST3086,EMP1033,PR2027,2025-11-30,,Miami,Atlanta,Truck,2822.73,8646.75,Credit,Cancelled,Unknown Customer,Houston,Manufacturing,78284,Active,Thomas Abbott,Dallas,2024-05-01,48468.0,Derrick Cohen
BK002655,CUST3195,EMP1098,PR2005,2025-12-07,2025-12-16,Miami,Houston,Van,7776.4,772.35,COD,Delivered,Brown-Reyes,San Francisco,Manufacturing,75782,Inactive,John Ortiz,Chicago,2026-01-30,117524.0,Gail Reyes
BK002656,CUST3177,EMP1036,PR2026,2025-12-30,,Seattle,Miami,Truck,7892.32,14806.51,Prepaid,,Gardner Inc,Dallas,Healthcare,72812,Inactive,Roberto Curtis,Miami,2025-01-10,57025.0,Ernest Lamb
BK002657,CUST3068,EMP1028,PR2016,2026-01-24,2026-02-02,Miami,Phoenix,Trailer,8418.07,7299.34,Credit,Delivered,Williams-Johnson,Denver,Retail,87703,Active,Anne Martinez,Miami,2021-11-20,53133.0,Debbie Russell
BK002658,CUST3155,EMP1033,PR2050,2025-09-18,,Dallas,Denver,,1532.06,4506.08,Credit,In Transit,Lewis Plc,Los Angeles,Manufacturing,20644,Inactive,Thomas Abbott,Dallas,2024-05-01,48468.0,Derrick Cohen
BK002659,CUST3005,EMP1065,PR2014,2025-08-07,2025-08-17,Dallas,Los Angeles,Van,8820.91,16794.25,COD,Delivered,Sullivan-Escobar,Chicago,Retail,49032,Inactive,Bianca Mcconnell,Miami,2022-04-28,98412.0,Michelle Smith
BK002660,CUST3024,EMP1091,PR2043,2026-02-06,,Phoenix,Houston,Mini Truck,1657.06,799.64,Credit,Cancelled,"Davis, Gordon And Maddox",San Francisco,E-commerce,75474,Active,Aaron Rich,Miami,2026-01-21,5000.0,Sarah Hayes
BK002661,CUST3106,EMP1039,PR2040,2026-01-13,2026-01-20,Atlanta,Miami,Container,187.43,19147.36,Credit,Delivered,"Obrien, Savage And Williams",Seattle,Retail,22035,Inactive,Jillian Pearson,Phoenix,2023-09-07,5000.0,Nancy Moore
BK002662,CUST3283,EMP1004,PR2018,2025-07-07,,New York,Los Angeles,Trailer,8365.53,1000.0,Credit,Cancelled,Unknown Customer,Atlanta,Retail,33417,Inactive,Selena Cameron,Seattle,2025-02-07,87324.0,Kelsey Olson
BK002663,CUST3151,EMP1016,PR2007,2025-11-28,,Denver,Dallas,Mini Truck,9917.52,11320.89,Credit,Cancelled,Collier Plc,Atlanta,Retail,92233,Active,Gabriela Hayes,Los Angeles,2025-12-03,55316.0,Kevin Jackson
BK002664,CUST3128,EMP1079,PR2047,2025-09-23,2025-09-27,Atlanta,Boston,Van,6213.14,7926.39,Prepaid,Delivered,White-Jackson,Houston,Retail,89580,Inactive,Diamond Dillon,San Francisco,2023-02-15,106649.0,Sarah Rosales
BK002665,CUST3038,EMP1095,PR2037,2025-05-19,,Phoenix,Miami,Container,5553.6,18991.49,Credit,Booked,Ayala-Stewart,Boston,Retail,37654,Inactive,Amy Smith,Miami,2024-05-21,90976.0,Dana Torres
BK002666,CUST3065,EMP1054,PR2008,2025-08-30,,San Francisco,Atlanta,Truck,3461.94,13253.95,Prepaid,In Transit,Wu And Sons,Atlanta,Retail,65399,Inactive,David Johnson,Los Angeles,2025-07-15,96440.0,Michelle Johnston
BK002667,CUST3016,EMP1045,PR2005,2026-01-30,,Boston,Miami,Mini Truck,6370.01,14121.88,Credit,Cancelled,Unknown Customer,Denver,Healthcare,22763,Active,Dean Wilkins,Houston,2024-11-10,49093.0,Ashley Henry
BK002668,CUST3059,EMP1039,PR2023,2025-10-28,,Houston,Dallas,Trailer,2556.65,5278.88,COD,Pending,"Perez, Cameron And Mayo",Los Angeles,Healthcare,48600,Inactive,Jillian Pearson,Phoenix,2023-09-07,5000.0,Nancy Moore
BK002669,CUST3178,EMP1081,PR2048,2026-03-17,,San Francisco,Atlanta,Container,9546.22,10038.43,Credit,Booked,"Greene, Rhodes And Hines",Houston,Healthcare,81337,Active,Ariana Kelly,Houston,2022-06-23,88397.0,Sarah Welch
BK002670,CUST3208,EMP1012,PR2038,2025-05-16,,Miami,Los Angeles,Container,1955.64,1000.0,Prepaid,Pending,Morris Group,Houston,Retail,98525,Inactive,Julia Tyler,Dallas,2023-02-03,90553.0,Adam Osborn
BK002671,CUST3191,EMP1003,PR2021,2026-04-06,,Houston,Chicago,Mini Truck,4425.32,8215.34,COD,In Transit,Richardson-Henry,Seattle,E-commerce,73027,Inactive,Tammy Jimenez,Miami,2024-08-29,86692.0,Tina Mcdaniel
BK002672,CUST3199,EMP1018,PR2009,2026-02-14,,Miami,,Mini Truck,3115.29,8619.13,Prepaid,In Transit,Chavez-Chung,Los Angeles,E-commerce,85539,Inactive,Angela Freeman,Chicago,2026-02-25,102702.0,David Coffey
BK002673,CUST3259,EMP1032,PR2036,2025-11-01,2025-11-07,Houston,Miami,Truck,206.48,1000.0,Credit,Delivered,Moore Group,Houston,Retail,20180,Active,Phillip Mcguire,Houston,2025-05-23,70707.0,Travis Smith
BK002674,CUST3271,EMP1087,PR2007,2025-11-27,2025-12-10,San Francisco,Phoenix,Van,662.08,1000.0,Prepaid,Delivered,Garcia-Anderson,Miami,Retail,11777,Active,Brenda Chavez,Dallas,2025-12-11,111589.0,Mr. Douglas Watson Jr.
BK002675,CUST3115,EMP1082,PR2031,2025-10-27,,Atlanta,Houston,Container,7947.29,19972.97,Credit,,"Walker, Jones And Zamora",Boston,E-commerce,21258,Inactive,Stephen Zamora,Los Angeles,2023-02-27,64228.0,Matthew Newman
BK002676,CUST3195,EMP1083,PR2032,2026-01-03,,Phoenix,,Mini Truck,4711.83,3581.97,Prepaid,In Transit,Brown-Reyes,San Francisco,Manufacturing,75782,Inactive,Christopher Kelly,Houston,2022-03-20,73681.0,Elizabeth Murphy
BK002677,CUST3083,EMP1077,PR2027,2026-04-26,,Dallas,Houston,Trailer,2643.8,18882.83,COD,Cancelled,Palmer-Campbell,Houston,Manufacturing,12051,Inactive,Johnny Miller,San Francisco,2025-03-31,68612.0,Rebecca Wiley
BK002678,CUST3150,EMP1010,PR2039,2026-03-05,,Atlanta,,Van,7402.25,5973.97,Credit,In Transit,"Acosta, Carson And Salazar",Seattle,Retail,60465,Inactive,Rita Barrett,Denver,2024-07-14,43052.0,Trevor Vega
BK002679,CUST3219,EMP1072,PR2032,2026-02-12,,Denver,Seattle,Container,8892.04,12983.04,Credit,In Transit,"Parker, Butler And Medina",San Francisco,Manufacturing,91462,Active,Andrea Williams,Houston,2025-09-30,68888.0,Katherine Carter
BK002680,CUST3200,EMP1077,PR2014,2026-04-20,2026-04-26,Boston,Miami,Truck,9975.39,11216.9,Credit,Delivered,"Kirby, Ford And Walters",Miami,Manufacturing,93255,Inactive,Johnny Miller,San Francisco,2025-03-31,68612.0,Rebecca Wiley
BK002681,CUST3053,EMP1086,PR2005,2026-03-22,2026-04-03,San Francisco,,Container,9014.3,15921.5,Credit,Delivered,Miller-Burgess,San Francisco,Manufacturing,11941,Active,Linda Ward,Houston,2022-03-24,107426.0,Christopher Johnston
BK002682,CUST3254,EMP1022,PR2007,2025-06-30,2025-07-14,Denver,New York,Container,7671.59,9333.36,COD,Delivered,"Miller, Conway And Best",Houston,Healthcare,79332,Active,David Davis,Boston,2021-06-25,75092.0,Chad Henry
BK002683,CUST3030,EMP1093,PR2002,2025-11-19,,New York,Dallas,Mini Truck,6891.77,5019.88,Credit,Cancelled,"Ramirez, Jones And Brooks",Atlanta,Healthcare,80326,Active,Candace Torres,Chicago,2024-08-05,84567.0,Susan Schwartz
BK002684,CUST3116,EMP1081,PR2041,2025-10-28,,Dallas,Phoenix,Truck,4009.4,17034.3,Credit,In Transit,Foster-Crane,Denver,Healthcare,83799,Inactive,Ariana Kelly,Houston,2022-06-23,88397.0,Sarah Welch
BK002685,CUST3143,EMP1015,PR2022,2025-10-09,,Atlanta,Denver,Truck,2004.58,10371.09,Prepaid,Cancelled,"Kim, Moore And Castillo",Dallas,Retail,54116,Inactive,Richard Thomas,Phoenix,2025-12-23,86305.0,Joy Chang
BK002686,CUST3134,EMP1050,PR2050,2025-10-16,,Chicago,Atlanta,Mini Truck,4346.96,9762.92,COD,Booked,Saunders-Flowers,Atlanta,Manufacturing,41850,Inactive,Tim Washington,Denver,2023-05-21,82430.0,Michael Merritt
BK002687,CUST3176,EMP1083,PR2028,2026-02-05,,Seattle,Dallas,Container,665.15,1000.0,Prepaid,Pending,"Pennington, Washington And Guzman",Denver,Retail,46384,Active,Christopher Kelly,Houston,2022-03-20,73681.0,Elizabeth Murphy
BK002688,CUST3059,EMP1056,PR2024,2025-12-13,,Dallas,Miami,Container,550.64,10038.43,Credit,Cancelled,"Perez, Cameron And Mayo",Los Angeles,Healthcare,48600,Inactive,William Richardson,Phoenix,2026-03-07,112382.0,Shelly Rodriguez
BK002689,CUST3117,EMP1028,PR2022,2025-11-03,,Los Angeles,Chicago,Truck,3456.32,15987.14,Credit,Cancelled,Coleman-Estrada,Dallas,Retail,93589,Inactive,Anne Martinez,Miami,2021-11-20,53133.0,Debbie Russell
BK002690,CUST3184,EMP1057,PR2016,2025-09-13,,Atlanta,Miami,Mini Truck,8469.39,14105.69,COD,In Transit,"Perry, Franklin And Edwards",Dallas,Healthcare,37145,Active,Vicki Marquez,Dallas,2022-12-02,105130.0,Rebecca Burns
BK002691,CUST3269,EMP1069,PR2002,2025-12-09,2025-12-14,Miami,Los Angeles,Container,3561.23,12947.1,Prepaid,Delivered,"Wilkerson, Kelly And French",San Francisco,E-commerce,53315,Inactive,Sarah Frey,Dallas,2022-08-17,103259.0,Jennifer Yoder
BK002692,CUST3132,EMP1089,PR2036,2026-01-03,,Chicago,Houston,Mini Truck,6616.67,13164.58,Credit,Cancelled,"White, Bean And Schultz",Boston,Manufacturing,19492,Active,Patricia Velez,Chicago,2024-07-28,41957.0,Yvonne Valentine
BK002693,CUST3251,EMP1062,PR2032,2026-04-13,,New York,Denver,Mini Truck,8693.97,6130.97,Prepaid,Pending,Ingram-Hill,Seattle,Healthcare,13393,Inactive,Erica Bailey,San Francisco,2025-07-11,78210.0,Daniel Cannon
BK002694,CUST3250,EMP1037,PR2008,2025-10-12,,Los Angeles,Boston,Truck,2549.28,18010.49,Credit,Booked,Unknown Customer,Seattle,Healthcare,12295,Inactive,Duane Reynolds,New York,2023-01-19,58495.0,Christian Estrada
BK002695,CUST3003,EMP1072,PR2048,2026-01-22,,Miami,New York,Van,8660.11,3855.26,Prepaid,Cancelled,Farrell Ltd,Atlanta,E-commerce,11834,Inactive,Andrea Williams,Houston,2025-09-30,68888.0,Katherine Carter
BK002696,CUST3093,EMP1068,PR2002,2025-08-19,,San Francisco,Dallas,Container,7998.26,2237.11,Credit,Cancelled,"Robinson, Patel And Snyder",Seattle,Healthcare,42338,Active,Anne Smith,Denver,2024-07-26,113026.0,Joshua Hawkins
BK002697,CUST3112,EMP1088,PR2033,2026-03-12,,Boston,San Francisco,Mini Truck,1258.13,6878.92,Prepaid,In Transit,"Hamilton, Robinson And Cantu",Los Angeles,E-commerce,66959,Active,Rachel Grant,Phoenix,2026-04-02,81717.5,Leah Walker
BK002698,CUST3126,EMP1043,PR2013,2026-03-30,,San Francisco,Boston,Trailer,8498.0,5015.34,Credit,Pending,Hooper Ltd,Phoenix,Retail,20278,Active,William Moreno,Dallas,2021-08-08,53930.0,Michael Dean
BK002699,CUST3046,EMP1027,PR2036,2025-08-26,,Miami,Houston,Van,1622.39,557.77,Prepaid,Pending,Shelton Inc,New York,Retail,32041,Active,Christian Hardy,Miami,2025-11-01,53502.0,Sheila Turner
BK002700,CUST3146,EMP1017,PR2013,2026-03-17,,Seattle,Phoenix,Truck,7647.51,4482.04,Prepaid,Pending,Reynolds-Craig,Chicago,Retail,20039,Inactive,Luis Reeves,Boston,2021-11-25,115775.0,Sara Green
BK002701,CUST3209,EMP1036,PR2045,2026-03-26,,Dallas,San Francisco,Container,3733.88,2894.28,Prepaid,In Transit,Avila-Holmes,Dallas,Retail,40570,Active,Roberto Curtis,Miami,2025-01-10,57025.0,Ernest Lamb
BK002702,CUST3029,EMP1041,PR2046,2026-03-14,,Chicago,Dallas,Truck,3306.66,11322.65,Prepaid,In Transit,Hughes-Watts,Seattle,Healthcare,94955,Active,Andrew Nichols,Chicago,2022-08-03,97243.0,Gregory Wong
BK002703,CUST3103,EMP1073,PR2040,2025-10-27,,New York,Atlanta,Mini Truck,208.31,9249.78,Credit,Cancelled,"Miller, Hill And Davis",Chicago,Retail,88878,Inactive,Lisa Chavez,San Francisco,2022-05-09,72571.0,Lisa Horton
BK002704,CUST3059,EMP1099,PR2006,2025-11-28,,Houston,Dallas,Trailer,5710.22,6434.9,COD,Cancelled,"Perez, Cameron And Mayo",Los Angeles,Healthcare,48600,Inactive,Timothy Aguirre,New York,2024-03-30,106161.0,George Robertson
BK002705,CUST3063,EMP1098,PR2020,2026-04-17,,Boston,,Van,3693.39,5062.31,Cash,In Transit,Barron-Clayton,New York,E-commerce,71073,Inactive,John Ortiz,Chicago,2026-01-30,117524.0,Gail Reyes
BK002706,CUST3125,EMP1044,PR2020,2025-10-19,,Atlanta,Dallas,Mini Truck,3458.81,1370.2,Prepaid,Pending,"Martin, Gilbert And Williams",Chicago,Manufacturing,10803,Inactive,Jason Lambert,Houston,2023-11-13,51431.0,Jason Bailey
BK002707,CUST3023,EMP1022,PR2046,2026-04-23,,Los Angeles,Miami,Container,1840.18,18559.87,Prepaid,Pending,"Gray, Barnes And Becker",San Francisco,E-commerce,66615,Inactive,David Davis,Boston,2021-06-25,75092.0,Chad Henry
BK002708,CUST3218,EMP1084,PR2020,2025-08-01,,San Francisco,Chicago,Container,9114.39,1924.06,COD,In Transit,Best-Perez,Houston,Retail,56661,Inactive,Evan Robinson,New York,2023-03-15,60180.0,Kelly Austin
BK002709,CUST3125,EMP1098,PR2029,2026-03-01,,Miami,Dallas,Container,4702.39,5734.58,COD,Cancelled,"Martin, Gilbert And Williams",Chicago,Manufacturing,10803,Inactive,John Ortiz,Chicago,2026-01-30,117524.0,Gail Reyes
BK002710,CUST3270,EMP1061,PR2005,2026-04-21,,Houston,San Francisco,Van,4760.01,10222.46,COD,Cancelled,"Hanna, Thompson And Gregory",Chicago,Manufacturing,78531,Active,Allison Salazar,Miami,2022-02-12,117086.0,Kimberly Farley
BK002711,CUST3142,EMP1066,PR2012,2025-09-11,,Seattle,Atlanta,Truck,3116.71,1362.1,Prepaid,Cancelled,Woods Inc,Boston,Manufacturing,68614,Inactive,Kevin Mcdonald,Miami,2022-08-17,78634.0,Richard Hughes
BK002712,CUST3221,EMP1070,PR2003,2026-05-01,2026-05-15,Houston,Phoenix,Van,1656.19,1815.73,Prepaid,Delivered,Silva Group,San Francisco,Manufacturing,23321,Active,Molly Solis,Phoenix,2023-04-02,5000.0,Meghan Arnold
BK002713,CUST3167,EMP1004,PR2021,2025-05-19,,New York,Boston,Container,8858.1,1158.01,Credit,In Transit,Unknown Customer,Denver,Manufacturing,70453,Inactive,Selena Cameron,Seattle,2025-02-07,87324.0,Kelsey Olson
BK002714,CUST3200,EMP1074,PR2028,2025-08-09,,Dallas,Houston,Container,7434.08,17166.94,COD,Pending,"Kirby, Ford And Walters",Miami,Manufacturing,93255,Inactive,Antonio Long,Los Angeles,2025-05-21,110204.0,Devin Logan
BK002715,CUST3020,EMP1048,PR2044,2025-11-13,2025-11-15,San Francisco,Chicago,Van,3579.62,16696.97,COD,Delivered,Sanders And Sons,Boston,Manufacturing,17264,Active,Dr. Veronica Walker Dvm,New York,2021-10-31,97050.0,Thomas Schmidt
BK002716,CUST3109,EMP1086,PR2017,2025-12-25,,Seattle,Phoenix,Mini Truck,4932.37,10038.43,Prepaid,In Transit,"Garcia, Galvan And Brown",Dallas,Retail,54142,Inactive,Linda Ward,Houston,2022-03-24,107426.0,Christopher Johnston
BK002717,CUST3064,EMP1079,PR2021,2025-11-05,,Denver,Phoenix,Truck,2879.27,9354.85,COD,Pending,Rogers-Welch,Denver,E-commerce,54254,Inactive,Diamond Dillon,San Francisco,2023-02-15,106649.0,Sarah Rosales
BK002718,CUST3072,EMP1086,PR2002,2026-03-13,2026-03-14,Chicago,Denver,,1436.81,2873.18,Credit,Delivered,Brown Inc,Seattle,Retail,20761,Active,Linda Ward,Houston,2022-03-24,107426.0,Christopher Johnston
BK002719,CUST3256,EMP1043,PR2010,2025-11-17,2025-12-01,New York,Boston,Van,6168.17,13109.73,Prepaid,Delivered,"White, Evans And Davis",Miami,Healthcare,79493,Active,William Moreno,Dallas,2021-08-08,53930.0,Michael Dean
BK002720,CUST3073,EMP1045,PR2030,2025-09-14,,New York,Chicago,Mini Truck,9633.42,19112.32,COD,Cancelled,Hardin-Irwin,Phoenix,Healthcare,75234,Inactive,Dean Wilkins,Houston,2024-11-10,49093.0,Ashley Henry
BK002721,CUST3159,EMP1071,PR2046,2025-12-28,2026-01-04,New York,Chicago,Truck,4646.03,11387.68,Prepaid,Delivered,"Kelley, Clark And Grant",New York,Manufacturing,70336,Active,Elizabeth Hicks,Miami,2024-02-09,59831.0,Sarah Wright
BK002722,CUST3079,EMP1051,PR2049,2026-01-30,,New York,Phoenix,Van,7884.59,3722.64,Prepaid,Booked,Baker-Davis,Chicago,Retail,26584,Inactive,Troy Morgan,Seattle,2021-06-27,48757.0,Douglas Maynard
BK002723,CUST3005,EMP1036,PR2044,2025-05-13,,San Francisco,,Van,7327.68,6509.16,Prepaid,Pending,Sullivan-Escobar,Chicago,Retail,49032,Inactive,Roberto Curtis,Miami,2025-01-10,57025.0,Ernest Lamb
BK002724,CUST3169,EMP1045,PR2003,2026-04-24,,Denver,Dallas,Van,794.27,10038.43,COD,Cancelled,"King, Miller And Wagner",San Francisco,Healthcare,96804,Active,Dean Wilkins,Houston,2024-11-10,49093.0,Ashley Henry
BK002725,CUST3229,EMP1023,PR2040,2026-02-10,,Seattle,Chicago,Trailer,2970.49,17677.22,COD,Booked,Unknown Customer,San Francisco,Retail,24288,Inactive,Kathleen Moreno,San Francisco,2025-08-11,44357.0,Amber Garner
BK002726,CUST3185,EMP1015,PR2011,2025-05-14,,Los Angeles,San Francisco,Truck,6996.99,12132.2,COD,Cancelled,"Howard, Pierce And Reed",Atlanta,Healthcare,37932,Inactive,Richard Thomas,Phoenix,2025-12-23,86305.0,Joy Chang
BK002727,CUST3267,EMP1044,PR2015,2025-08-10,,Seattle,Boston,Truck,7177.31,3381.32,COD,Booked,White Inc,Seattle,Healthcare,33443,Inactive,Jason Lambert,Houston,2023-11-13,51431.0,Jason Bailey
BK002728,CUST3146,EMP1004,PR2044,2026-03-30,,Seattle,Dallas,Truck,4212.33,18456.9,COD,Booked,Reynolds-Craig,Chicago,Retail,20039,Inactive,Selena Cameron,Seattle,2025-02-07,87324.0,Kelsey Olson
BK002729,CUST3186,EMP1046,PR2001,2026-05-05,2026-05-19,Chicago,Seattle,Trailer,9564.41,2842.34,COD,Delivered,Mcgee And Sons,Atlanta,Manufacturing,90057,Active,Rebecca Morton,Phoenix,2021-06-25,56913.0,Elizabeth Howe
BK002730,CUST3084,EMP1079,PR2048,2025-08-16,,Denver,Atlanta,Trailer,5561.01,10880.89,Credit,Booked,"Bowen, Calderon And Lynch",San Francisco,Retail,39309,Active,Diamond Dillon,San Francisco,2023-02-15,106649.0,Sarah Rosales
BK002731,CUST3264,EMP1069,PR2030,2025-05-09,,Boston,San Francisco,Truck,7890.44,15772.07,COD,Pending,Glover And Sons,Atlanta,E-commerce,96986,Inactive,Sarah Frey,Dallas,2022-08-17,103259.0,Jennifer Yoder
BK002732,CUST3006,EMP1032,PR2031,2025-11-16,,Houston,New York,Mini Truck,9183.14,12242.86,Credit,Cancelled,"Lewis, Schultz And Simpson",Chicago,Retail,44020,Inactive,Phillip Mcguire,Houston,2025-05-23,70707.0,Travis Smith
BK002733,CUST3095,EMP1012,PR2025,2025-12-26,,Seattle,Boston,Mini Truck,5550.84,5506.38,COD,Cancelled,Johnson-Vaughn,Chicago,Manufacturing,74371,Active,Julia Tyler,Dallas,2023-02-03,90553.0,Adam Osborn
BK002734,CUST3074,EMP1053,PR2039,2026-02-22,,Denver,,Trailer,5836.97,1602.66,Credit,Booked,"Hanna, Jones And Sloan",Boston,Manufacturing,74447,Active,Amanda Lewis,Phoenix,2022-03-17,89285.0,Kevin Long
BK002735,CUST3229,EMP1009,PR2048,2025-12-01,,Boston,Seattle,Mini Truck,1505.16,19507.42,Prepaid,Cancelled,Unknown Customer,San Francisco,Retail,24288,Inactive,Casey Yang,Seattle,2022-06-05,81005.0,Autumn Christensen
BK002736,CUST3003,EMP1061,PR2002,2025-11-19,,Denver,Miami,Van,1893.66,2962.88,Credit,Pending,Farrell Ltd,Atlanta,E-commerce,11834,Inactive,Allison Salazar,Miami,2022-02-12,117086.0,Kimberly Farley
BK002737,CUST3249,EMP1047,PR2050,2025-12-12,,Miami,Houston,Container,2048.66,3773.88,Credit,Pending,Green-Baker,New York,E-commerce,49227,Active,Michael Sanchez,Boston,2025-07-11,97447.0,Nathan Greene
BK002738,CUST3038,EMP1007,PR2042,2025-12-27,2025-12-28,New York,Houston,Mini Truck,9388.34,18457.74,Credit,Delivered,Ayala-Stewart,Boston,Retail,37654,Inactive,Kevin Moore,Chicago,2023-09-06,50873.0,Frank Carpenter
BK002740,CUST3222,EMP1006,PR2048,2025-11-13,,Miami,,Mini Truck,3181.28,3026.16,COD,Pending,Stone-Jones,Miami,Healthcare,10893,Inactive,Anna Thompson,San Francisco,2021-06-02,97495.0,Lee Wallace
BK002741,CUST3134,EMP1055,PR2048,2026-02-05,2026-02-16,Boston,New York,Truck,8937.42,13570.22,Credit,Delivered,Saunders-Flowers,Atlanta,Manufacturing,41850,Inactive,Ruben Clark,San Francisco,2026-02-04,108196.0,Jason Scott
BK002742,CUST3165,EMP1038,PR2002,2026-01-18,,Boston,Dallas,Mini Truck,2728.0,12478.01,Prepaid,,Brown-Williams,Denver,E-commerce,20948,Inactive,Terri Massey,Boston,2022-03-13,90721.0,Joseph Gregory
BK002743,CUST3130,EMP1002,PR2009,2025-10-31,,Houston,Boston,Mini Truck,4431.03,10682.35,COD,Cancelled,Espinoza And Sons,Miami,Manufacturing,12032,Inactive,Stanley Allen,Denver,2023-04-04,70481.0,Nicholas Peters
BK002744,CUST3144,EMP1077,PR2009,2025-11-18,,Atlanta,,Van,8470.71,1827.43,COD,Pending,Wells-Morales,Dallas,Retail,84988,Active,Johnny Miller,San Francisco,2025-03-31,68612.0,Rebecca Wiley
BK002745,CUST3239,EMP1011,PR2006,2025-09-13,,Miami,Dallas,Truck,3735.96,4454.06,Prepaid,In Transit,Torres-James,Miami,Healthcare,44679,Active,Lisa Roberts,Seattle,2022-06-15,49841.0,Benjamin Harper
BK002746,CUST3262,EMP1030,PR2010,2025-05-13,,Houston,New York,Trailer,245.85,15041.02,Credit,Cancelled,"Lee, Young And Wallace",Boston,Retail,60220,Active,David Wells,Seattle,2025-10-14,109008.0,Austin Collins
BK002747,CUST3211,EMP1035,PR2003,2025-10-17,,San Francisco,Boston,Trailer,8720.99,12326.05,Prepaid,In Transit,"Richardson, Harvey And Frey",Dallas,E-commerce,63417,Inactive,Mark Williams,New York,2025-09-17,85120.0,Edward Reed
BK002748,CUST3084,EMP1019,PR2029,2026-02-03,2026-02-11,Dallas,Boston,Container,3329.72,8112.05,Prepaid,Delivered,"Bowen, Calderon And Lynch",San Francisco,Retail,39309,Active,Luis Rodriguez,Miami,2025-07-14,117169.0,Barbara Lee
BK002749,CUST3086,EMP1097,PR2003,2025-08-31,,San Francisco,Phoenix,Mini Truck,4384.22,10038.43,Prepaid,Pending,Unknown Customer,Houston,Manufacturing,78284,Active,Christopher Castillo,Boston,2025-04-13,43215.0,Andrew Robinson
BK002750,CUST3293,EMP1007,PR2026,2026-03-08,,Seattle,Dallas,Van,181.95,7422.26,COD,,Burch Llc,Phoenix,Retail,40942,Inactive,Kevin Moore,Chicago,2023-09-06,50873.0,Frank Carpenter
BK002751,CUST3111,EMP1097,PR2008,2026-02-21,,Houston,San Francisco,Container,2064.44,16317.38,Credit,Booked,"Snyder, Wade And Newman",Boston,Manufacturing,68608,Inactive,Christopher Castillo,Boston,2025-04-13,43215.0,Andrew Robinson
BK002752,CUST3025,EMP1030,PR2033,2026-03-31,,Los Angeles,Dallas,Van,8659.1,2944.5,Credit,In Transit,Horne Plc,Seattle,Manufacturing,18577,Active,David Wells,Seattle,2025-10-14,109008.0,Austin Collins
BK002753,CUST3084,EMP1077,PR2008,2026-01-05,,Chicago,Atlanta,Container,6545.03,8136.03,Prepaid,Booked,"Bowen, Calderon And Lynch",San Francisco,Retail,39309,Active,Johnny Miller,San Francisco,2025-03-31,68612.0,Rebecca Wiley
BK002754,CUST3167,EMP1012,PR2016,2025-07-13,2025-07-14,Chicago,Atlanta,Truck,6817.48,720.52,Credit,Delivered,Unknown Customer,Denver,Manufacturing,70453,Inactive,Julia Tyler,Dallas,2023-02-03,90553.0,Adam Osborn
BK002756,CUST3125,EMP1034,PR2039,2026-03-10,,Atlanta,Phoenix,Trailer,5938.43,2372.68,COD,Pending,"Martin, Gilbert And Williams",Chicago,Manufacturing,10803,Inactive,Paul Leblanc,Dallas,2023-02-09,47770.0,Megan Rodriguez
BK002757,CUST3059,EMP1004,PR2019,2025-05-17,,San Francisco,Boston,Van,6675.55,12549.19,Prepaid,Booked,"Perez, Cameron And Mayo",Los Angeles,Healthcare,48600,Inactive,Selena Cameron,Seattle,2025-02-07,87324.0,Kelsey Olson
BK002758,CUST3193,EMP1019,PR2008,2025-07-11,,Seattle,Phoenix,Truck,5382.22,6323.31,COD,Booked,Wilson And Sons,Miami,E-commerce,48453,Inactive,Luis Rodriguez,Miami,2025-07-14,117169.0,Barbara Lee
BK002759,CUST3133,EMP1043,PR2013,2025-11-02,,Dallas,Miami,Mini Truck,1836.75,19780.65,COD,Pending,Miller-Mason,Atlanta,Retail,52755,Inactive,William Moreno,Dallas,2021-08-08,53930.0,Michael Dean
BK002760,CUST3227,EMP1088,PR2015,2025-12-11,2025-12-14,Boston,San Francisco,Mini Truck,4335.21,5682.83,COD,Delivered,Unknown Customer,Denver,Manufacturing,46308,Inactive,Rachel Grant,Phoenix,2026-04-02,81717.5,Leah Walker
BK002761,CUST3163,EMP1097,PR2006,2025-08-27,,Boston,Houston,Van,5416.68,11296.78,Prepaid,Pending,Lee-Smith,Atlanta,Manufacturing,32309,Active,Christopher Castillo,Boston,2025-04-13,43215.0,Andrew Robinson
BK002762,CUST3063,EMP1014,PR2047,2025-07-06,,Chicago,Boston,Mini Truck,2913.29,8923.22,COD,Cancelled,Barron-Clayton,New York,E-commerce,71073,Inactive,Kayla Ali,San Francisco,2025-05-04,100242.0,Brian Porter
